txn_id,account_id,posted_date,amount,merchant,mcc,category_lvl1,category_lvl2
T54179,742190971608,2025-04-15,2419.97,Employer,PAY,Income,Salary
T73282,976625028660,2025-04-29,2626.51,Employer,PAY,Income,Salary
T78540,742190971608,2025-04-02,-2530.0,LandlordRent,HOU,Housing,Rent
T79386,880072590384,2025-04-25,-61.3,Grocer,GRS,Food,Groceries
T50722,742190971608,2025-04-22,-61.79,Grocer,GRS,Food,Groceries
T67247,742190971608,2025-04-06,-109.84,Grocer,GRS,Food,Groceries
T14969,742190971608,2025-04-08,-45.08,Grocer,GRS,Food,Groceries
T55465,976625028660,2025-04-05,-85.64,Grocer,GRS,Food,Groceries
T16260,976625028660,2025-04-25,-46.69,Grocer,GRS,Food,Groceries
T18044,976625028660,2025-04-08,-25.21,Restaurant,DIN,Food,Dining
T74207,976625028660,2025-04-03,-13.63,Restaurant,DIN,Food,Dining
T70676,976625028660,2025-04-23,-17.63,Restaurant,DIN,Food,Dining
T69631,880072590384,2025-04-11,-41.69,Restaurant,DIN,Food,Dining
T16410,880072590384,2025-04-17,-153.24,Pepco,UTL,Utilities,Pepco
T55430,742190971608,2025-04-14,-127.53,Verizon,UTL,Utilities,Verizon
T40650,976625028660,2025-05-15,2455.18,Employer,PAY,Income,Salary
T85586,880072590384,2025-05-29,2317.29,Employer,PAY,Income,Salary
T97226,742190971608,2025-05-02,-2486.0,LandlordRent,HOU,Housing,Rent
T85228,976625028660,2025-05-07,-67.99,Grocer,GRS,Food,Groceries
T38280,742190971608,2025-05-26,-104.92,Grocer,GRS,Food,Groceries
T71765,880072590384,2025-05-18,-78.82,Grocer,GRS,Food,Groceries
T39941,976625028660,2025-05-22,-22.83,Grocer,GRS,Food,Groceries
T96068,976625028660,2025-05-19,-86.65,Grocer,GRS,Food,Groceries
T14718,976625028660,2025-05-03,-33.92,Restaurant,DIN,Food,Dining
T94289,742190971608,2025-05-22,-27.2,Restaurant,DIN,Food,Dining
T41978,742190971608,2025-05-04,-48.1,Restaurant,DIN,Food,Dining
T59951,742190971608,2025-05-10,-51.02,Restaurant,DIN,Food,Dining
T54245,880072590384,2025-05-03,-34.69,Restaurant,DIN,Food,Dining
T34564,742190971608,2025-05-06,-43.7,Restaurant,DIN,Food,Dining
T34228,976625028660,2025-05-14,-80.25,Pepco,UTL,Utilities,Pepco
T93650,742190971608,2025-05-14,-71.44,Verizon,UTL,Utilities,Verizon
T74984,976625028660,2025-06-15,2386.34,Employer,PAY,Income,Salary
T82403,880072590384,2025-06-29,2103.82,Employer,PAY,Income,Salary
T28997,880072590384,2025-06-02,-2213.0,LandlordRent,HOU,Housing,Rent
T79338,880072590384,2025-06-27,-108.37,Grocer,GRS,Food,Groceries
T17307,880072590384,2025-06-03,-75.66,Grocer,GRS,Food,Groceries
T83251,880072590384,2025-06-12,-56.26,Grocer,GRS,Food,Groceries
T38666,880072590384,2025-06-04,-34.59,Grocer,GRS,Food,Groceries
T97367,880072590384,2025-06-09,-77.19,Grocer,GRS,Food,Groceries
T77635,880072590384,2025-06-15,-81.9,Grocer,GRS,Food,Groceries
T63575,742190971608,2025-06-13,-99.71,Grocer,GRS,Food,Groceries
T98221,742190971608,2025-06-27,-39.7,Restaurant,DIN,Food,Dining
T15759,742190971608,2025-06-04,-13.68,Restaurant,DIN,Food,Dining
T56839,976625028660,2025-06-15,-38.33,Restaurant,DIN,Food,Dining
T66694,880072590384,2025-06-11,-46.33,Restaurant,DIN,Food,Dining
T64576,880072590384,2025-06-26,-33.6,Restaurant,DIN,Food,Dining
T54039,976625028660,2025-06-09,-101.17,Pepco,UTL,Utilities,Pepco
T52833,880072590384,2025-06-15,-168.71,Verizon,UTL,Utilities,Verizon
T16762,880072590384,2025-07-15,2724.37,Employer,PAY,Income,Salary
T71942,880072590384,2025-07-29,2733.98,Employer,PAY,Income,Salary
T72726,880072590384,2025-07-02,-2022.0,LandlordRent,HOU,Housing,Rent
T80411,976625028660,2025-07-07,-63.46,Grocer,GRS,Food,Groceries
T77046,742190971608,2025-07-21,-52.44,Grocer,GRS,Food,Groceries
T29915,880072590384,2025-07-03,-71.54,Grocer,GRS,Food,Groceries
T75060,976625028660,2025-07-06,-31.59,Grocer,GRS,Food,Groceries
T05628,742190971608,2025-07-06,-46.62,Grocer,GRS,Food,Groceries
T33304,880072590384,2025-07-27,-104.14,Grocer,GRS,Food,Groceries
T14858,880072590384,2025-07-10,-113.84,Grocer,GRS,Food,Groceries
T03521,880072590384,2025-07-22,-65.87,Grocer,GRS,Food,Groceries
T46697,880072590384,2025-07-14,-48.59,Restaurant,DIN,Food,Dining
T44788,976625028660,2025-07-07,-21.24,Restaurant,DIN,Food,Dining
T49188,976625028660,2025-07-21,-39.02,Restaurant,DIN,Food,Dining
T22906,742190971608,2025-07-20,-12.36,Restaurant,DIN,Food,Dining
T96146,880072590384,2025-07-04,-35.37,Restaurant,DIN,Food,Dining
T93150,742190971608,2025-07-13,-91.74,Pepco,UTL,Utilities,Pepco
T72193,880072590384,2025-07-13,-62.05,Verizon,UTL,Utilities,Verizon
T90781,880072590384,2025-08-15,2611.43,Employer,PAY,Income,Salary
T83998,880072590384,2025-08-29,2531.95,Employer,PAY,Income,Salary
T28961,742190971608,2025-08-02,-2551.0,LandlordRent,HOU,Housing,Rent
T25884,976625028660,2025-08-06,-97.57,Grocer,GRS,Food,Groceries
T92982,976625028660,2025-08-05,-99.59,Grocer,GRS,Food,Groceries
T07889,742190971608,2025-08-25,-29.28,Grocer,GRS,Food,Groceries
T80960,880072590384,2025-08-16,-82.28,Grocer,GRS,Food,Groceries
T92847,976625028660,2025-08-09,-23.41,Grocer,GRS,Food,Groceries
T74724,742190971608,2025-08-20,-70.95,Grocer,GRS,Food,Groceries
T66056,742190971608,2025-08-26,-96.24,Grocer,GRS,Food,Groceries
T02382,880072590384,2025-08-16,-94.63,Grocer,GRS,Food,Groceries
T10438,742190971608,2025-08-21,-89.88,Grocer,GRS,Food,Groceries
T54701,976625028660,2025-08-14,-11.94,Restaurant,DIN,Food,Dining
T40490,742190971608,2025-08-13,-35.71,Restaurant,DIN,Food,Dining
T06018,742190971608,2025-08-16,-46.11,Restaurant,DIN,Food,Dining
T67307,976625028660,2025-08-05,-17.79,Restaurant,DIN,Food,Dining
T10216,880072590384,2025-08-20,-141.22,Pepco,UTL,Utilities,Pepco
T75608,880072590384,2025-08-10,-82.48,Verizon,UTL,Utilities,Verizon
T74359,976625028660,2025-09-15,2231.95,Employer,PAY,Income,Salary
T46417,742190971608,2025-09-29,2725.78,Employer,PAY,Income,Salary
T81189,880072590384,2025-09-02,-2241.0,LandlordRent,HOU,Housing,Rent
T93349,880072590384,2025-09-23,-86.52,Grocer,GRS,Food,Groceries
T50066,976625028660,2025-09-25,-59.12,Grocer,GRS,Food,Groceries
T23500,880072590384,2025-09-18,-46.26,Grocer,GRS,Food,Groceries
T19657,880072590384,2025-09-17,-35.73,Grocer,GRS,Food,Groceries
T95935,976625028660,2025-09-08,-81.19,Grocer,GRS,Food,Groceries
T55525,742190971608,2025-09-27,-48.64,Grocer,GRS,Food,Groceries
T87121,976625028660,2025-09-17,-113.86,Grocer,GRS,Food,Groceries
T51500,976625028660,2025-09-05,-23.02,Restaurant,DIN,Food,Dining
T44489,742190971608,2025-09-27,-28.46,Restaurant,DIN,Food,Dining
T30423,976625028660,2025-09-22,-15.51,Restaurant,DIN,Food,Dining
T17858,880072590384,2025-09-16,-106.58,Pepco,UTL,Utilities,Pepco
T54315,880072590384,2025-09-18,-54.96,Verizon,UTL,Utilities,Verizon
T46207,880072590384,2025-10-15,2319.36,Employer,PAY,Income,Salary
T50483,976625028660,2025-10-29,2574.14,Employer,PAY,Income,Salary
T53844,976625028660,2025-10-02,-1842.0,LandlordRent,HOU,Housing,Rent
T51356,976625028660,2025-10-25,-70.5,Grocer,GRS,Food,Groceries
T70449,742190971608,2025-10-14,-74.68,Grocer,GRS,Food,Groceries
T02629,742190971608,2025-10-17,-31.45,Grocer,GRS,Food,Groceries
T49649,880072590384,2025-10-14,-81.45,Grocer,GRS,Food,Groceries
T00582,880072590384,2025-10-25,-89.26,Grocer,GRS,Food,Groceries
T72420,976625028660,2025-10-14,-37.73,Grocer,GRS,Food,Groceries
T83422,880072590384,2025-10-15,-83.98,Grocer,GRS,Food,Groceries
T53001,976625028660,2025-10-14,-99.43,Grocer,GRS,Food,Groceries
T78923,880072590384,2025-10-06,-77.88,Grocer,GRS,Food,Groceries
T04010,742190971608,2025-10-24,-15.33,Restaurant,DIN,Food,Dining
T12371,880072590384,2025-10-03,-44.81,Restaurant,DIN,Food,Dining
T11345,976625028660,2025-10-22,-10.55,Restaurant,DIN,Food,Dining
T26309,880072590384,2025-10-08,-49.81,Restaurant,DIN,Food,Dining
T82015,742190971608,2025-10-12,-22.78,Restaurant,DIN,Food,Dining
T48385,742190971608,2025-10-09,-168.4,Pepco,UTL,Utilities,Pepco
T71037,880072590384,2025-10-20,-168.37,Verizon,UTL,Utilities,Verizon
T50308,206743436512,2024-11-15,2580.69,Employer,PAY,Income,Salary
T83680,820814061681,2024-11-29,2414.99,Employer,PAY,Income,Salary
T37167,206743436512,2024-11-02,-2584.0,LandlordRent,HOU,Housing,Rent
T11505,206743436512,2024-11-05,-33.07,Grocer,GRS,Food,Groceries
T02444,500910950758,2024-11-08,-73.49,Grocer,GRS,Food,Groceries
T11512,820814061681,2024-11-05,-33.18,Grocer,GRS,Food,Groceries
T39595,500910950758,2024-11-09,-91.67,Grocer,GRS,Food,Groceries
T40122,206743436512,2024-11-26,-62.85,Grocer,GRS,Food,Groceries
T01185,820814061681,2024-11-14,-75.58,Grocer,GRS,Food,Groceries
T96961,820814061681,2024-11-16,-35.23,Restaurant,DIN,Food,Dining
T84752,820814061681,2024-11-07,-52.69,Restaurant,DIN,Food,Dining
T95249,206743436512,2024-11-18,-49.19,Restaurant,DIN,Food,Dining
T96377,206743436512,2024-11-24,-21.35,Restaurant,DIN,Food,Dining
T47327,500910950758,2024-11-06,-64.95,Pepco,UTL,Utilities,Pepco
T10323,820814061681,2024-11-08,-95.65,Verizon,UTL,Utilities,Verizon
T48596,820814061681,2024-12-15,2235.55,Employer,PAY,Income,Salary
T02988,820814061681,2024-12-29,2302.14,Employer,PAY,Income,Salary
T99060,820814061681,2024-12-02,-1932.0,LandlordRent,HOU,Housing,Rent
T03036,500910950758,2024-12-09,-112.76,Grocer,GRS,Food,Groceries
T20298,820814061681,2024-12-15,-66.92,Grocer,GRS,Food,Groceries
T13517,820814061681,2024-12-03,-90.49,Grocer,GRS,Food,Groceries
T65964,206743436512,2024-12-10,-44.96,Grocer,GRS,Food,Groceries
T29108,206743436512,2024-12-10,-43.07,Grocer,GRS,Food,Groceries
T01986,500910950758,2024-12-21,-114.6,Grocer,GRS,Food,Groceries
T11430,500910950758,2024-12-20,-25.58,Grocer,GRS,Food,Groceries
T62427,820814061681,2024-12-13,-36.97,Restaurant,DIN,Food,Dining
T37205,820814061681,2024-12-25,-45.21,Restaurant,DIN,Food,Dining
T14660,500910950758,2024-12-21,-51.45,Restaurant,DIN,Food,Dining
T79096,820814061681,2024-12-06,-47.22,Restaurant,DIN,Food,Dining
T44540,820814061681,2024-12-18,-39.05,Restaurant,DIN,Food,Dining
T53296,820814061681,2024-12-10,-55.0,Restaurant,DIN,Food,Dining
T37293,820814061681,2024-12-17,-130.45,Pepco,UTL,Utilities,Pepco
T65146,206743436512,2024-12-11,-119.09,Verizon,UTL,Utilities,Verizon
T34780,820814061681,2025-01-15,2676.37,Employer,PAY,Income,Salary
T44191,500910950758,2025-01-29,2547.96,Employer,PAY,Income,Salary
T21027,820814061681,2025-01-02,-2722.0,LandlordRent,HOU,Housing,Rent
T83631,820814061681,2025-01-06,-35.95,Grocer,GRS,Food,Groceries
T80619,820814061681,2025-01-20,-38.15,Grocer,GRS,Food,Groceries
T95090,500910950758,2025-01-11,-101.53,Grocer,GRS,Food,Groceries
T74012,500910950758,2025-01-19,-54.26,Grocer,GRS,Food,Groceries
T80606,500910950758,2025-01-20,-58.62,Grocer,GRS,Food,Groceries
T26056,206743436512,2025-01-15,-67.02,Grocer,GRS,Food,Groceries
T06039,820814061681,2025-01-06,-91.56,Grocer,GRS,Food,Groceries
T58914,206743436512,2025-01-04,-45.29,Restaurant,DIN,Food,Dining
T00175,206743436512,2025-01-22,-12.06,Restaurant,DIN,Food,Dining
T12430,820814061681,2025-01-12,-53.82,Restaurant,DIN,Food,Dining
T50343,206743436512,2025-01-21,-45.4,Restaurant,DIN,Food,Dining
T36333,500910950758,2025-01-18,-59.6,Pepco,UTL,Utilities,Pepco
T75190,500910950758,2025-01-08,-162.9,Verizon,UTL,Utilities,Verizon
T95432,500910950758,2025-02-15,2482.94,Employer,PAY,Income,Salary
T25653,206743436512,2025-03-01,2354.46,Employer,PAY,Income,Salary
T77442,206743436512,2025-02-02,-2200.0,LandlordRent,HOU,Housing,Rent
T54739,820814061681,2025-02-21,-93.03,Grocer,GRS,Food,Groceries
T46444,820814061681,2025-02-05,-116.62,Grocer,GRS,Food,Groceries
T91282,206743436512,2025-02-11,-21.3,Grocer,GRS,Food,Groceries
T33876,500910950758,2025-02-22,-38.34,Grocer,GRS,Food,Groceries
T30104,206743436512,2025-02-13,-114.15,Grocer,GRS,Food,Groceries
T45388,206743436512,2025-02-10,-48.9,Grocer,GRS,Food,Groceries
T68863,500910950758,2025-02-19,-25.7,Grocer,GRS,Food,Groceries
T65711,820814061681,2025-02-26,-30.89,Grocer,GRS,Food,Groceries
T50303,820814061681,2025-02-06,-59.32,Grocer,GRS,Food,Groceries
T20304,500910950758,2025-02-06,-36.41,Restaurant,DIN,Food,Dining
T25341,820814061681,2025-02-11,-17.3,Restaurant,DIN,Food,Dining
T55437,820814061681,2025-02-09,-38.86,Restaurant,DIN,Food,Dining
T66826,206743436512,2025-02-20,-14.17,Restaurant,DIN,Food,Dining
T51605,206743436512,2025-02-11,-36.45,Restaurant,DIN,Food,Dining
T05996,500910950758,2025-02-24,-14.25,Restaurant,DIN,Food,Dining
T40196,206743436512,2025-02-06,-26.85,Restaurant,DIN,Food,Dining
T86904,206743436512,2025-02-07,-71.45,Pepco,UTL,Utilities,Pepco
T46717,206743436512,2025-02-18,-141.72,Verizon,UTL,Utilities,Verizon
T25826,206743436512,2025-03-15,2780.26,Employer,PAY,Income,Salary
T59800,206743436512,2025-03-29,1919.71,Employer,PAY,Income,Salary
T69483,206743436512,2025-03-02,-2315.0,LandlordRent,HOU,Housing,Rent
T30883,820814061681,2025-03-03,-72.49,Grocer,GRS,Food,Groceries
T96721,820814061681,2025-03-13,-113.28,Grocer,GRS,Food,Groceries
T95050,820814061681,2025-03-10,-113.02,Grocer,GRS,Food,Groceries
T37601,820814061681,2025-03-03,-116.13,Grocer,GRS,Food,Groceries
T85163,206743436512,2025-03-06,-83.01,Grocer,GRS,Food,Groceries
T89372,206743436512,2025-03-16,-77.8,Grocer,GRS,Food,Groceries
T07115,500910950758,2025-03-06,-55.4,Grocer,GRS,Food,Groceries
T50865,820814061681,2025-03-21,-20.02,Restaurant,DIN,Food,Dining
T11625,500910950758,2025-03-24,-31.2,Restaurant,DIN,Food,Dining
T79474,500910950758,2025-03-18,-14.01,Restaurant,DIN,Food,Dining
T46284,206743436512,2025-03-21,-25.68,Restaurant,DIN,Food,Dining
T71448,206743436512,2025-03-24,-40.2,Restaurant,DIN,Food,Dining
T64032,820814061681,2025-03-24,-57.82,Restaurant,DIN,Food,Dining
T87364,500910950758,2025-03-08,-26.41,Restaurant,DIN,Food,Dining
T82019,206743436512,2025-03-06,-131.54,Pepco,UTL,Utilities,Pepco
T40883,820814061681,2025-03-12,-66.25,Verizon,UTL,Utilities,Verizon
T07220,206743436512,2025-04-15,2686.96,Employer,PAY,Income,Salary
T43908,500910950758,2025-04-29,2975.33,Employer,PAY,Income,Salary
T18581,820814061681,2025-04-02,-2368.0,LandlordRent,HOU,Housing,Rent
T79059,820814061681,2025-04-03,-48.06,Grocer,GRS,Food,Groceries
T47558,500910950758,2025-04-21,-45.95,Grocer,GRS,Food,Groceries
T65233,206743436512,2025-04-03,-21.9,Grocer,GRS,Food,Groceries
T34102,500910950758,2025-04-27,-95.84,Grocer,GRS,Food,Groceries
T33367,820814061681,2025-04-06,-88.04,Grocer,GRS,Food,Groceries
T02136,820814061681,2025-04-15,-44.51,Grocer,GRS,Food,Groceries
T99978,206743436512,2025-04-16,-26.32,Grocer,GRS,Food,Groceries
T17986,206743436512,2025-04-21,-13.4,Restaurant,DIN,Food,Dining
T22284,820814061681,2025-04-17,-28.12,Restaurant,DIN,Food,Dining
T08909,206743436512,2025-04-09,-33.58,Restaurant,DIN,Food,Dining
T46560,206743436512,2025-04-11,-30.76,Restaurant,DIN,Food,Dining
T62292,206743436512,2025-04-25,-23.14,Restaurant,DIN,Food,Dining
T08609,500910950758,2025-04-14,-27.04,Restaurant,DIN,Food,Dining
T74409,820814061681,2025-04-03,-21.61,Restaurant,DIN,Food,Dining
T47665,500910950758,2025-04-19,-83.95,Pepco,UTL,Utilities,Pepco
T01102,500910950758,2025-04-14,-83.46,Verizon,UTL,Utilities,Verizon
T98734,500910950758,2025-05-15,2414.53,Employer,PAY,Income,Salary
T96106,500910950758,2025-05-29,2345.37,Employer,PAY,Income,Salary
T57048,206743436512,2025-05-02,-2257.0,LandlordRent,HOU,Housing,Rent
T15961,500910950758,2025-05-09,-92.53,Grocer,GRS,Food,Groceries
T31901,500910950758,2025-05-08,-71.98,Grocer,GRS,Food,Groceries
T12483,206743436512,2025-05-26,-85.04,Grocer,GRS,Food,Groceries
T29158,820814061681,2025-05-10,-72.02,Grocer,GRS,Food,Groceries
T46577,500910950758,2025-05-14,-37.76,Grocer,GRS,Food,Groceries
T20815,206743436512,2025-05-27,-118.7,Grocer,GRS,Food,Groceries
T27234,500910950758,2025-05-03,-48.33,Restaurant,DIN,Food,Dining
T91043,820814061681,2025-05-24,-11.71,Restaurant,DIN,Food,Dining
T13928,206743436512,2025-05-20,-37.41,Restaurant,DIN,Food,Dining
T75533,820814061681,2025-05-27,-19.21,Restaurant,DIN,Food,Dining
T42490,820814061681,2025-05-25,-54.08,Restaurant,DIN,Food,Dining
T41614,820814061681,2025-05-07,-52.74,Pepco,UTL,Utilities,Pepco
T99636,500910950758,2025-05-16,-78.8,Verizon,UTL,Utilities,Verizon
T56830,500910950758,2025-06-15,2546.74,Employer,PAY,Income,Salary
T61826,206743436512,2025-06-29,2939.96,Employer,PAY,Income,Salary
T02812,206743436512,2025-06-02,-2367.0,LandlordRent,HOU,Housing,Rent
T03220,206743436512,2025-06-10,-69.3,Grocer,GRS,Food,Groceries
T87600,206743436512,2025-06-05,-22.84,Grocer,GRS,Food,Groceries
T62548,820814061681,2025-06-03,-112.3,Grocer,GRS,Food,Groceries
T92520,820814061681,2025-06-22,-105.51,Grocer,GRS,Food,Groceries
T94350,820814061681,2025-06-12,-57.15,Grocer,GRS,Food,Groceries
T57057,206743436512,2025-06-10,-55.66,Restaurant,DIN,Food,Dining
T88307,500910950758,2025-06-20,-39.83,Restaurant,DIN,Food,Dining
T75842,500910950758,2025-06-20,-13.95,Restaurant,DIN,Food,Dining
T49392,820814061681,2025-06-08,-59.77,Restaurant,DIN,Food,Dining
T39046,500910950758,2025-06-13,-10.47,Restaurant,DIN,Food,Dining
T09434,820814061681,2025-06-22,-35.76,Restaurant,DIN,Food,Dining
T36643,206743436512,2025-06-17,-70.68,Pepco,UTL,Utilities,Pepco
T73495,500910950758,2025-06-17,-84.19,Verizon,UTL,Utilities,Verizon
T78358,500910950758,2025-07-15,2527.39,Employer,PAY,Income,Salary
T67275,820814061681,2025-07-29,2681.43,Employer,PAY,Income,Salary
T52851,500910950758,2025-07-02,-2123.0,LandlordRent,HOU,Housing,Rent
T12711,500910950758,2025-07-14,-81.24,Grocer,GRS,Food,Groceries
T85037,820814061681,2025-07-19,-28.72,Grocer,GRS,Food,Groceries
T83264,820814061681,2025-07-19,-28.25,Grocer,GRS,Food,Groceries
T69011,820814061681,2025-07-04,-57.19,Grocer,GRS,Food,Groceries
T79634,820814061681,2025-07-14,-29.52,Grocer,GRS,Food,Groceries
T73100,206743436512,2025-07-09,-38.35,Grocer,GRS,Food,Groceries
T63924,206743436512,2025-07-08,-43.43,Restaurant,DIN,Food,Dining
T18202,206743436512,2025-07-05,-59.38,Restaurant,DIN,Food,Dining
T81837,500910950758,2025-07-10,-39.15,Restaurant,DIN,Food,Dining
T99315,206743436512,2025-07-12,-57.69,Restaurant,DIN,Food,Dining
T15581,206743436512,2025-07-12,-21.71,Restaurant,DIN,Food,Dining
T14314,500910950758,2025-07-13,-136.5,Pepco,UTL,Utilities,Pepco
T79605,820814061681,2025-07-07,-63.55,Verizon,UTL,Utilities,Verizon
T33797,500910950758,2025-08-15,2624.08,Employer,PAY,Income,Salary
T97262,500910950758,2025-08-29,2295.48,Employer,PAY,Income,Salary
T07092,820814061681,2025-08-02,-1807.0,LandlordRent,HOU,Housing,Rent
T30945,820814061681,2025-08-06,-68.84,Grocer,GRS,Food,Groceries
T74924,500910950758,2025-08-22,-68.0,Grocer,GRS,Food,Groceries
T68513,206743436512,2025-08-03,-113.29,Grocer,GRS,Food,Groceries
T92642,820814061681,2025-08-09,-78.55,Grocer,GRS,Food,Groceries
T39874,820814061681,2025-08-23,-63.97,Grocer,GRS,Food,Groceries
T56902,500910950758,2025-08-10,-27.82,Restaurant,DIN,Food,Dining
T63485,500910950758,2025-08-22,-44.84,Restaurant,DIN,Food,Dining
T38006,206743436512,2025-08-22,-19.52,Restaurant,DIN,Food,Dining
T83733,206743436512,2025-08-11,-42.78,Restaurant,DIN,Food,Dining
T99616,500910950758,2025-08-10,-81.37,Pepco,UTL,Utilities,Pepco
T12129,500910950758,2025-08-18,-79.05,Verizon,UTL,Utilities,Verizon
T35870,500910950758,2025-09-15,2534.12,Employer,PAY,Income,Salary
T78219,820814061681,2025-09-29,2753.59,Employer,PAY,Income,Salary
T52071,206743436512,2025-09-02,-2340.0,LandlordRent,HOU,Housing,Rent
T36918,206743436512,2025-09-16,-31.5,Grocer,GRS,Food,Groceries
T87705,500910950758,2025-09-26,-84.72,Grocer,GRS,Food,Groceries
T52400,820814061681,2025-09-20,-100.45,Grocer,GRS,Food,Groceries
T58994,820814061681,2025-09-08,-58.27,Grocer,GRS,Food,Groceries
T54519,500910950758,2025-09-26,-41.8,Grocer,GRS,Food,Groceries
T06918,820814061681,2025-09-12,-44.74,Grocer,GRS,Food,Groceries
T69230,500910950758,2025-09-17,-30.99,Restaurant,DIN,Food,Dining
T08432,500910950758,2025-09-14,-35.31,Restaurant,DIN,Food,Dining
T19865,206743436512,2025-09-19,-57.71,Restaurant,DIN,Food,Dining
T46005,820814061681,2025-09-22,-16.42,Restaurant,DIN,Food,Dining
T97769,500910950758,2025-09-08,-34.75,Restaurant,DIN,Food,Dining
T38733,206743436512,2025-09-14,-119.06,Pepco,UTL,Utilities,Pepco
T38109,206743436512,2025-09-20,-117.0,Verizon,UTL,Utilities,Verizon
T04712,500910950758,2025-10-15,2923.35,Employer,PAY,Income,Salary
T35875,206743436512,2025-10-29,2145.44,Employer,PAY,Income,Salary
T02721,206743436512,2025-10-02,-2375.0,LandlordRent,HOU,Housing,Rent
T27760,500910950758,2025-10-12,-63.31,Grocer,GRS,Food,Groceries
T28844,820814061681,2025-10-14,-41.94,Grocer,GRS,Food,Groceries
T88014,500910950758,2025-10-12,-86.03,Grocer,GRS,Food,Groceries
T69542,500910950758,2025-10-16,-28.39,Grocer,GRS,Food,Groceries
T28320,500910950758,2025-10-09,-47.13,Grocer,GRS,Food,Groceries
T39830,500910950758,2025-10-06,-71.88,Grocer,GRS,Food,Groceries
T79567,500910950758,2025-10-18,-43.92,Grocer,GRS,Food,Groceries
T14665,820814061681,2025-10-04,-20.32,Grocer,GRS,Food,Groceries
T77022,820814061681,2025-10-09,-48.86,Grocer,GRS,Food,Groceries
T00084,500910950758,2025-10-25,-25.2,Restaurant,DIN,Food,Dining
T19705,500910950758,2025-10-25,-49.63,Restaurant,DIN,Food,Dining
T42893,500910950758,2025-10-19,-31.64,Restaurant,DIN,Food,Dining
T23986,500910950758,2025-10-26,-51.45,Restaurant,DIN,Food,Dining
T92955,500910950758,2025-10-06,-168.8,Pepco,UTL,Utilities,Pepco
T42641,500910950758,2025-10-09,-175.77,Verizon,UTL,Utilities,Verizon
T65749,633987513749,2024-11-15,2323.95,Employer,PAY,Income,Salary
T29680,474455166959,2024-11-29,2386.08,Employer,PAY,Income,Salary
T88189,474455166959,2024-11-02,-2653.0,LandlordRent,HOU,Housing,Rent
T44448,474455166959,2024-11-11,-73.98,Grocer,GRS,Food,Groceries
T52295,633987513749,2024-11-16,-40.37,Grocer,GRS,Food,Groceries
T20496,633987513749,2024-11-11,-21.18,Grocer,GRS,Food,Groceries
T76118,848582967927,2024-11-11,-82.81,Grocer,GRS,Food,Groceries
T41935,633987513749,2024-11-14,-62.0,Grocer,GRS,Food,Groceries
T29405,633987513749,2024-11-09,-76.38,Grocer,GRS,Food,Groceries
T37927,633987513749,2024-11-11,-47.65,Grocer,GRS,Food,Groceries
T13938,474455166959,2024-11-04,-37.04,Restaurant,DIN,Food,Dining
T22880,474455166959,2024-11-20,-33.25,Restaurant,DIN,Food,Dining
T82945,474455166959,2024-11-06,-47.12,Restaurant,DIN,Food,Dining
T27552,474455166959,2024-11-08,-169.46,Pepco,UTL,Utilities,Pepco
T99668,848582967927,2024-11-18,-177.09,Verizon,UTL,Utilities,Verizon
T60228,848582967927,2024-12-15,2314.05,Employer,PAY,Income,Salary
T37777,848582967927,2024-12-29,2407.27,Employer,PAY,Income,Salary
T43812,474455166959,2024-12-02,-1819.0,LandlordRent,HOU,Housing,Rent
T57701,848582967927,2024-12-19,-58.12,Grocer,GRS,Food,Groceries
T56327,474455166959,2024-12-07,-118.63,Grocer,GRS,Food,Groceries
T36352,848582967927,2024-12-23,-39.53,Grocer,GRS,Food,Groceries
T51259,848582967927,2024-12-10,-62.21,Grocer,GRS,Food,Groceries
T34613,633987513749,2024-12-19,-72.56,Grocer,GRS,Food,Groceries
T41571,848582967927,2024-12-16,-30.32,Restaurant,DIN,Food,Dining
T83287,474455166959,2024-12-11,-54.51,Restaurant,DIN,Food,Dining
T64424,633987513749,2024-12-19,-54.85,Restaurant,DIN,Food,Dining
T39310,848582967927,2024-12-17,-57.52,Restaurant,DIN,Food,Dining
T85591,848582967927,2024-12-19,-110.33,Pepco,UTL,Utilities,Pepco
T59868,633987513749,2024-12-08,-150.02,Verizon,UTL,Utilities,Verizon
T66655,474455166959,2025-01-15,2015.61,Employer,PAY,Income,Salary
T64119,474455166959,2025-01-29,3108.82,Employer,PAY,Income,Salary
T00381,633987513749,2025-01-02,-2414.0,LandlordRent,HOU,Housing,Rent
T13505,474455166959,2025-01-10,-41.16,Grocer,GRS,Food,Groceries
T99344,633987513749,2025-01-04,-74.34,Grocer,GRS,Food,Groceries
T10014,633987513749,2025-01-22,-94.88,Grocer,GRS,Food,Groceries
T80654,848582967927,2025-01-03,-101.61,Grocer,GRS,Food,Groceries
T21146,848582967927,2025-01-12,-112.42,Grocer,GRS,Food,Groceries
T30521,633987513749,2025-01-10,-110.54,Grocer,GRS,Food,Groceries
T26616,474455166959,2025-01-26,-101.84,Grocer,GRS,Food,Groceries
T95589,633987513749,2025-01-15,-68.02,Grocer,GRS,Food,Groceries
T94732,633987513749,2025-01-06,-78.23,Grocer,GRS,Food,Groceries
T05222,633987513749,2025-01-10,-44.34,Restaurant,DIN,Food,Dining
T44829,474455166959,2025-01-14,-49.22,Restaurant,DIN,Food,Dining
